14521
a 542
abajo 2
abandon 2
abandona 1
abandonado 1
abandonar 1
abejas 1
abejorro 1
abierta 1
abiertas 3
abism 1
abismo 1
abren 1
abri 1
abriendo 1
abrigo 2
abrigu 1
abrir 1
absolutamente 1
absoluto 3
absten 1
abstra 1
absurdo 4
abundantemente 1
aburrido 1
aburriendo 1
aburro 1
ac 1
acababa 1
acabar 1
acabas 2
acabo 1
acaso 2
acept 1
acercando 1
aclaman 1
aconsej 2
aconseja 1
aconsejaron 1
acordaba 1
acordarse 1
actividad 3
actos 1
acuerdas 2
acuerdo 1
ad 1
adelante 2
adelanto 1
adem 6
adentro 1
adi 20
adirle 1
adiste 1
adivin 1
adivinar 2
adm 1
administro 1
admiraci 2
admirador 1
admiradores 1
admirar 2
admiras 1
admiro 1
adoran 1
adornadas 1
advertir 1
afil 1
afirm 1
afirmaba 1
afirmativa 1
africa 3
agitada 1
agitado 1
agitados 1
agitan 1
agitando 1
agotando 1
agradable 1
agreg 1
agregu 1
agua 12
agujeros 1
ah 27
ahora 9
ahorran 1
ai 2
aire 4
aislado 1
ajada 1
ajustaba 1
al 88
alabanzas 1
alabarse 1
alarga 1
alargu 1
alarte 1
alba 2
alcanc 1
alcanz 1
alegra 1
alegran 1
alg 3
algo 19
alguien 7
alguna 5
algunas 4
alguno 3
algunos 1
alimento 1
all 17
alrededor 4
alta 2
alto 1
altura 1
am 2
ama 1
amables 1
amanecer 2
amapolas 1
amar 1
amarillas 1
amarillo 1
amarla 1
amenazada 1
amenazado 1
amigas 1
amigo 16
amigos 7
amontonarse 1
amor 1
amos 2
an 16
ana 8
anas 1
ancho 1
anciano 3
anda 1
ando 1
anillo 1
animado 1
animales 1
aniquilarla 1
aniversario 1
ano 2
anos 2
ante 3
anterior 1
anteriores 1
antes 6
antigua 1
apag 2
apaga 1
apagaba 1
apagado 1
apagar 2
apagaran 1
apagarlas 1
apago 1
aparec 1
aparecer 1
apareci 2
aparici 2
apariencia 1
aparte 1
apenas 8
aplastan 1
aplaudi 1
aplaudiendo 1
apoya 1
aprend 3
aprender 1
aprendido 1
apresur 2
apresurarse 1
apresuren 1
apret 1
apretado 1
apretados 1
aprovech 1
aprovecharla 1
aprox 1
aqu 20
aquel 6
aquella 9
aquellas 1
aquello 1
aquellos 4
arbusto 1
arbustos 5
arden 1
arena 9
arenas 1
arizona 1
armadura 1
armi 3
arranc 1
arranca 1
arrancar 1
arrancarla 1
arrastrando 1
arrastrar 2
arreglar 1
arreglarse 1
arrepinti 1
arte 1
articular 1
as 70
asistir 2
asombrados 1
asombrarme 1
aspecto 1
asteroide 7
asteroides 1
astr 4
astronom 1
astucias 1
asustar 1
at 1
atarlo 2
atas 1
atenci 1
atentamente 2
atorment 1
atormentado 1
atraerse 1
atraves 1
atravesado 1
atrev 1
atreverme 1
atrevi 1
aun 1
aunque 3
ausencia 1
australia 1
autoridad 3
avance 1
ave 2
aventuras 1
aver 3
avergonz 1
averiguar 1
avi 6
aviones 1
ayuda 1
ayudarle 2
ayudarte 1
azar 4
b 4
bailan 1
bailaran 1
bajando 1
bajarme 1
bajo 7
balde 2
ballet 1
balsa 1
banco 1
bandada 1
bano 1
baobab 4
baobabs 16
basta 5
bastaba 1
bastante 1
bastidores 1
bdito 2
bditos 1
bebedor 7
beber 8
bebes 1
bebi 1
bebido 1
bebiendo 1
bebiera 1
bebo 1
bella 1
bellas 1
belleza 2
bello 3
bendito 1
bicho 1
bien 17
bil 2
biles 1
biombo 2
bitamente 2
blanco 1
bo 1
boa 8
boas 5
boca 1
bolsillo 4
bondad 1
bonita 2
bonito 2
bonitos 1
borracho 1
borrachos 2
bosquej 1
bosteces 3
bostez 2
bosteza 1
bostezan 1
bostezando 1
bostezar 2
bostezos 1
botellas 2
bozal 5
brazalete 1
brazos 6
breve 1
bridge 1
brillan 1
brillar 1
brinco 1
brocal 1
brotes 1
bruscamente 3
buen 5
buena 5
buenas 7
bueno 8
buenos 21
bufanda 2
burlamos 1
busc 2
busca 1
buscado 1
buscan 4
buscar 6
buscarlo 1
buscas 2
busco 2
c 16
ca 8
cab 1
caba 1
cabellos 4
cabeza 5
cabr 1
cada 11
cae 1
caiga 1
caj 1
caja 5
calendario 1
calentar 1
call 3
callaba 3
callado 1
callan 1
callaron 2
callarse 1
callejear 1
calles 1
calor 1
cambia 2
cambiado 2
cambiaron 1
cambie 1
cambio 3
came 2
caminando 1
caminar 6
camino 5
caminos 1
camo 1
campos 2
cans 1
cansa 1
cansado 2
cansancio 3
canta 1
canto 2
cap 26
capaz 2
capitulo 1
capullo 1
carabina 1
caravana 1
carcajada 2
carecen 1
carnero 1
carrera 2
carroza 1
casa 11
casas 1
cascabeles 3
cascabelitos 1
caseta 1
caso 2
casualidad 1
cat 2
causa 5
cay 2
cazadores 3
cazan 2
cazo 1
ce 1
centelle 1
centenares 1
cerca 3
cerrada 2
cerradas 3
cerrados 2
ces 3
charla 1
chimeneas 1
china 2
chocar 1
cido 1
ciegos 1
cielo 9
cien 5
ciencia 1
ciento 1
ciertamente 4
cierto 5
ciertos 1
cifras 3
cigarro 1
cil 7
cilmente 1
cima 1
